,title,abstract,pubmed_id,publication_date,keywords,doi,last_author,id_journal
554,The characteristic of Arachis duranensis-specific genes and their potential function.,"
Arachis species produce flowers aerially, and then grow into the ground, where they develop into fruits; a feature that is unique to Arachis species. We hypothesized that Arachis species evolved genes specifically involved in the control of aerial flowers and the formation of underground fruits. Arachis duranensis is more resistant to biotic and abiotic stressors. Here, we compared different legume species and identified Arachis duranensis-specific genes. We analyzed gene expression patterns, base substitution patterns and sequence features between genes that are conserved across legume plants and A. duranensis-specific genes. Furthermore, we tested the role of A. duranensis-specific genes during seed development, response to nematode Meloidogyne arenaria infection and drought stress. We found that A. duranensis-specific genes had characteristics of young genes. The gene expression level and breadth were lower in the A. duranensis-specific genes compared to conserved genes. The A. duranensis-specific genes had higher codon usage bias than conserved genes, and the polypeptide length and GC content at the three codon sites were lower compared to conserved genes. Of the A. duranensis-specific genes, single-copy and duplicated genes had different features. The RNA-seq result showed A. duranensis-specific genes were involved in seed development, as well as response to nematode infection and drought stress. In addition, we detected asymmetric functions in A. duranensis-specific duplicated genes in response to nematode infection and drought stress.
Copyright © 2019 Elsevier B.V. All rights reserved.
",31009681,2019-04-23 06:00:00,"Arachis, duranensis, Conserved, gene, Seed, development, Specific, gene, Young, gene",10.1016/j.gene.2019.04.052,"Song, Hui",136
555,A powerful conditional gene-based association approach implicated functionally important genes for schizophrenia.,"
It remains challenging to unravel new susceptibility genes of complex diseases and the mechanisms in genome-wide association studies. There are at least two difficulties, isolation of the genuine susceptibility genes from many indirectly associated genes and functional validation of these genes.
We first proposed a novel conditional gene-based association test which can use only summary statistics to isolate independently associated genes of a disease. Applying this method, we detected 185 genes of independent association with schizophrenia. We then designed an in-silico experiment based on expression/co-expression to systematically validate pathogenic potential of these genes. We found that genes of independent association with schizophrenia formed more co-expression pairs in normal post-natal but not pre-natal human brain regions than expected. Interestingly, no co-expression enrichment was found in the brain regions of schizophrenia patients. The genes with independent association also had more significant P-values for differential expression between schizophrenia patients and controls in the brain regions. In contrast, indirectly associated genes or associated genes by other widely-used gene-based tests had no such differential expression and co-expression patterns. In summary, this conditional gene-based association test is effective for isolating directly associated genes from indirectly associated genes, and the results insightfully suggest that common variants might contribute to schizophrenia largely by distorting expression and co-expression in post-natal brains.
The conditional gene-based association test has been implemented in a platform 'KGG' in Java and is publicly available at http://grass.cgs.hku.hk/limx/kgg/.
Supplementary data are available at Bioinformatics online.
© The Author(s) 2018. Published by Oxford University Press. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.
",30101339,2018-08-14 06:00:00,,10.1093/bioinformatics/bty682,"Li, Miaoxin",51
556,Genome-Wide Identification and Expression Analysis of HD-ZIP I Gene Subfamily in Nicotiana tabacum.,"
The homeodomain-leucine zipper (HD-Zip) gene family, whose members play vital roles in plant growth and development, and participate in responding to various stresses, is an important class of transcription factors currently only found in plants. Although the HD-Zip gene family, especially the HD-Zip I subfamily, has been extensively studied in many plant species, the systematic report on HD-Zip I subfamily in cultivated tobacco (Nicotiana tabacum) is lacking. In this study, 39 HD-Zip I genes were systematically identified in N. tabacum (Nt). Interestingly, that 64.5% of the 31 genes with definite chromosome location information were found to originate from N. tomentosoformis, one of the two ancestral species of allotetraploid N. tabacum. Phylogenetic analysis divided the NtHD-Zip I subfamily into eight clades. Analysis of gene structures showed that NtHD-Zip I proteins contained conserved homeodomain and leucine-zipper domains. Three-dimensional structure analysis revealed that most NtHD-Zip I proteins in each clade, except for those in clade η, share a similar structure to their counterparts in Arabidopsis. Prediction of cis-regulatory elements showed that a number of elements responding to abscisic acid and different abiotic stresses, including low temperature, drought, and salinity, existed in the promoter region of NtHD-Zip I genes. The prediction of Arabidopsis ortholog-based protein-protein interaction network implied that NtHD-Zip I proteins have complex connections. The expression profile of these genes showed that different NtHD-Zip I genes were highly expressed in different tissues and could respond to abscisic acid and low-temperature treatments. Our study provides insights into the evolution and expression patterns of NtHD-Zip I genes in N. tabacum and will be useful for further functional characterization of NtHD-Zip I genes in the future.
",31366162,2019-08-02 06:00:00,"HD-Zip, I, Nicotiana, tabacum, abiotic, stress, expression, analysis, gene, subfamily",10.3390/genes10080575,"Li, Yueyue",140
557,Identification and functional characterization of solute carrier family 6 genes in Ciona savignyi.,"
The solute carrier 6 (SLC6) gene family, functioning as neurotransmitter transporters, plays the crucial roles in neurotransmission, cellular and organismal homeostasis. In this study, we found an expansion of SLC6 family gene in the genome of chordate invertebrate Ciona savignyi. A total of 40 candidate genes including 29 complete and 11 putative genes were identified as SLC6 family gene homologs. Phylogenetic analysis revealed that most of these Ciona SLC6 genes were highly conserved with the vertebrate ones, although gene duplication and gene losses did exist. Four genes were selected from SLC6 subfamilies to be further investigated for their functional characteristics on cell growth and migration through overexpression approach in cultured cell lines. The results showed both SLC6A7 and SLC6A17 from amino acid transporters AA1 and AA2 sub-families, respectively, significantly suppressed the cell proliferation and migration. While SLC6A1 and SLC6A4, which were classified into GABA and monoamine transporters, respectively, did not affect the cell proliferation and migration in HEK293T, HeLa, and MCF7 cells. The whole set of C. savignyi SLC6 genes identified in this study provides an important genomic resource for future biochemical, physiological, and phylogenetic studies on SLC6 gene family. Our experimental data demonstrated that Ciona amino acid transporters, such as SLC6A7 and SLC6A17, were essential for cell physiology and behaviors, indicating their crucially potential roles in the control of cell proliferation and migration during ascidian embryogenesis.
Copyright © 2019 Elsevier B.V. All rights reserved.
",31026570,2019-04-27 06:00:00,"Cell, migration, Cell, proliferation, Ciona, savignyi, SLC6",10.1016/j.gene.2019.04.056,"Ren, Ping",136
558,CRISPR-Cas9 human gene replacement and phenomic characterization in Caenorhabditis elegans to understand the functional conservation of human genes and decipher variants of uncertain significance.,"
Our ability to sequence genomes has vastly surpassed our ability to interpret the genetic variation we discover. This presents a major challenge in the clinical setting, where the recent application of whole-exome and whole-genome sequencing has uncovered thousands of genetic variants of uncertain significance. Here, we present a strategy for targeted human gene replacement and phenomic characterization, based on CRISPR-Cas9 genome engineering in the genetic model organism Caenorhabditis elegans, that will facilitate assessment of the functional conservation of human genes and structure-function analysis of disease-associated variants with unprecedented precision. We validate our strategy by demonstrating that direct single-copy replacement of the C. elegans ortholog (daf-18) with the critical human disease-associated gene phosphatase and tensin homolog (PTEN) is sufficient to rescue multiple phenotypic abnormalities caused by complete deletion of daf-18, including complex chemosensory and mechanosensory impairments. In addition, we used our strategy to generate animals harboring a single copy of the known pathogenic lipid phosphatase inactive PTEN variant (PTEN-G129E), and showed that our automated in vivo phenotypic assays could accurately and efficiently classify this missense variant as loss of function. The integrated nature of the human transgenes allows for analysis of both homozygous and heterozygous variants and greatly facilitates high-throughput precision medicine drug screens. By combining genome engineering with rapid and automated phenotypic characterization, our strategy streamlines the identification of novel conserved gene functions in complex sensory and learning phenotypes that can be used as in vivo functional assays to decipher variants of uncertain significance.
© 2018. Published by The Company of Biologists Ltd.
",30361258,2018-10-27 06:00:00,"CRISPR-Cas9, Caenorhabditis, elegans, Genome, editing, Humanization, Phenomics, Variants, of, uncertain, significance",10.1242/dmm.036517,"McDiarmid, Troy A",103
559,Screening for the Most Suitable Reference Genes for Gene Expression Studies in Equine Milk Somatic Cells.,"
Apart from the well-known role of somatic cell count as a parameter reflecting the inflammatory status of the mammary gland, the composition of cells isolated from milk is considered as a valuable material for gene expression studies in mammals. Due to its unique composition, in recent years an increasing interest in mare's milk consumption has been observed. Thus, investigating the genetic background of horse's milk variability presents and interesting study model. Relying on 39 milk samples collected from mares representing three breeds (Polish Primitive Horse, Polish Cold-blooded Horse, Polish Warmblood Horse) we aimed to investigate the utility of equine milk somatic cells as a source of mRNA and to screen the best reference genes for RT-qPCR using geNorm and NormFinder algorithms. The results showed that despite relatively low somatic cell counts in mare's milk, the amount and the quality of the extracted RNA are sufficient for gene expression studies. The analysis of the utility of 7 potential reference genes for RT-qPCR experiments for the normalization of equine milk somatic cells revealed some differences between the outcomes of the applied algorithms, although in both cases the KRT8 and TOP2B genes were pointed as the most stable. Analysis by geNorm showed that the combination of 4 reference genes (ACTB, GAPDH, TOP2B and KRT8) is required for apropriate RT-qPCR experiments normalization, whereas NormFinder algorithm pointed the combination of KRT8 and RPS9 genes as the most suitable. The trial study of the relative transcript abundance of the beta-casein gene with the use of various types and numbers of internal control genes confirmed once again that the selection of proper reference gene combinations is crucial for the final results of each real-time PCR experiment. 
",26437076,2015-10-06 06:00:00,,10.1371/journal.pone.0139688,"Cieslak, Jakub",309
560,Identification of target genes of cediranib in alveolar soft part sarcoma using a gene microarray.,"
The aim of the present study was to identify the target genes of cediranib and the associated signaling pathways in alveolar soft part sarcoma (ASPS). A microarray dataset (GSE32569) was obtained from the Gene Expression Omnibus database. The R software package was used for data normalization and screening of differentially expressed genes (DEGs). The Database for Annotation, Visualization and Integrated Discovery was used to perform Gene Ontology analysis. Gene Set Enrichment Analysis was performed to obtain the up- and downregulated pathways in ASPS. The Distant Regulatory Elements of co-regulated genes database was used to identify the transcription factors (TFs) that were enriched in the signaling pathways. A protein-protein interaction (PPI) network was constructed using the Search Tool for the Retrieval of Interacting Genes/Proteins database and was visualized using Cytoscape software. A total of 71 DEGs, including 59 upregulated genes and 12 downregulated genes, were identified. Gene sets associated with ASPS were enriched primarily in four signaling pathways: The phenylalanine metabolism pathway, the mitogen-activated protein kinase (MAPK) signaling pathway, the taste transduction pathway and the intestinal immune network for the production of immunoglobulin A. Furthermore, 107 TFs were identified to be enriched in the MAPK signaling pathway. Certain genes, including those coding for Fms-like tyrosine kinase 1, kinase insert domain receptor, E-selectin and platelet-derived growth factor receptor D, that were associated with other genes in the PPI network, were identified. The present study identified certain potential target genes and the associated signaling pathways of cediranib action in ASPS, which may be helpful in understanding the efficacy of cediranib and the development of new targets for cediranib.
",28454442,2017-04-30 06:00:00,"Gene, Set, Enrichment, Analysis, alveolar, soft, part, sarcoma, differentially, expressed, genes, protein-protein, interaction, network",10.3892/ol.2017.5779,"Jiang, Wenhua",281
561,Analysis of NAC Domain Transcription Factor Genes of Tectona grandis L.f. Involved in Secondary Cell Wall Deposition.,"
NAC proteins are one of the largest families of plant-specific transcription factors (TFs). They regulate diverse complex biological processes, including secondary xylem differentiation and wood formation. Recent genomic and transcriptomic studies of Tectona grandis L.f. (teak), one of the most valuable hardwood trees in the world, have allowed identification and analysis of developmental genes. In the present work, T. grandis NAC genes were identified and analyzed regarding to their evolution and expression profile during wood formation. We analyzed the recently published T. grandis genome, and identified 130 NAC proteins that are coded by 107 gene loci. These proteins were classified into 23 clades of the NAC family, together with Populus, Eucalyptus, and Arabidopsis. Data on transcript expression revealed specific temporal and spatial expression patterns for the majority of teak NAC genes. RT-PCR indicated expression of VND genes (Tg11g04450-VND2 and Tg15g08390-VND4) related to secondary cell wall formation in xylem vessels of 16-year-old juvenile trees. Our findings open a way to further understanding of NAC transcription factor genes in T. grandis wood biosynthesis, while they are potentially useful for future studies aiming to improve biomass and wood quality using biotechnological approaches.
",31878092,2019-12-28 06:00:00,"secondary, growth, tropical, tree, wood, formation",10.3390/genes11010020,"Hurtado, Fernando Manuel Matias",140
562,Whole-genome gene expression profiling revealed genes and pathways potentially involved in regulating interactions of soybean with cyst nematode (Heterodera glycines Ichinohe).,"
Soybean cyst nematode (SCN, Heterodera glycines Ichinohe) is the most devastating pathogen of soybean. Many gene expression profiling studies have been conducted to investigate the responses of soybean to the infection by this pathogen using primarily the first-generation soybean genome array that covered approximately 37,500 soybean transcripts. However, no study has been reported yet using the second-generation Affymetrix soybean whole-genome transcript array (Soybean WT array) that represents approximately 66,000 predicted soybean transcripts.
In the present work, the gene expression profiles of two soybean plant introductions (PIs) PI 437654 and PI 567516C (both resistant to multiple SCN HG Types) and cultivar Magellan (susceptible to SCN) were compared in the presence or absence of the SCN inoculum at 3 and 8 days post-inoculation using the Soybean WT array. Data analysis revealed that the two resistant soybean lines showed distinctive gene expression profiles from each other and from Magellan not only in response to the SCN inoculation, but also in the absence of SCN. Overall, 1,413 genes and many pathways were revealed to be differentially regulated. Among them, 297 genes were constitutively regulated in the two resistant lines (compared with Magellan) and 1,146 genes were responsive to the SCN inoculation in the three lines, with 30 genes regulated both constitutively and by SCN. In addition to the findings similar to those in the published work, many genes involved in ethylene, protein degradation, and phenylpropanoid pathways were also revealed differentially regulated in the present study. GC-rich elements (e.g., GCATGC) were found over-represented in the promoter regions of certain groups of genes. These have not been observed before, and could be new defense-responsive regulatory elements.
Different soybean lines showed different gene expression profiles in the presence and absence of the SCN inoculum. Both inducible and constitutive gene expression may contribute to resistance to multiple SCN HG Types in the resistant soybean PI lines. Ethylene, protein degradation, and phenylpropanoid pathways, as well as many other pathways reported previously, may play important roles in mediating the soybean-SCN interactions. The revealed genes, pathways, and promoter elements can be further explored to regulate or engineer soybean for resistance to SCN.
",25880563,2015-04-17 06:00:00,,10.1186/s12864-015-1316-8,"Wan, Jinrong",34
563,Polymorphic core promoter GA-repeats alter gene expression of the early embryonic developmental genes.,"
Protein complexes that bind to 'GAGA' DNA elements are necessary to replace nucleosomes to create a local chromatin environment that facilitates a variety of site-specific regulatory responses. Three to four elements are required for the disruption of a preassembled nucleosome. We have previously identified human protein-coding gene core promoters that are composed of exceptionally long GA-repeats. The functional implication of those GA-repeats is beginning to emerge in the core promoter of the human SOX5 gene, which is involved in multiple developmental processes. In the current study, we analyze the functional implication of GA-repeats in the core promoter of two additional genes, MECOM and GABRA3, whose expression is largely limited to embryogenesis. We report a significant difference in gene expression as a result of different alleles across those core promoters in the HEK-293 cell line. Across-species homology check for the GABRA3 GA-repeats revealed that those repeats are evolutionary conserved in mouse and primates (p<1 × 10(-8)). The MECOM core promoter GA-repeats are also conserved in numerous species, of which human has the longest repeat and complexity. We propose a novel role for GA-repeat core promoters to regulate gene expression in the genes involved in development and evolution.
© 2013.
",24055488,2013-09-24 06:00:00,"Core, promoter, Expression, GA-repeat, GABRA3, GAMMA-AMINOBUTYRIC, ACID, RECEPTOR,, ALPHA-3, INR, Initiator, motif, MDS1, and, MECOM, complex, locus, MECOM, STR, Short, Tandem, Repeat, TSS, Transcription, Start, Site, UTR, Untranslated, Region",10.1016/j.gene.2013.09.032,"Valipour, E",136
564,Development and dissection of diagnostic SNP markers for the downy mildew resistance genes Pl Arg and Pl 8 and maker-assisted gene pyramiding in sunflower (Helianthus annuus L.).,"
Diagnostic DNA markers are an invaluable resource in breeding programs for successful introgression and pyramiding of disease resistance genes. Resistance to downy mildew (DM) disease in sunflower is mediated by Pl genes which are known to be effective against the causal fungus, Plasmopara halstedii. Two DM resistance genes, Pl Arg and Pl 8 , are highly effective against P. halstedii races in the USA, and have been previously mapped to the sunflower linkage groups (LGs) 1 and 13, respectively, using simple sequence repeat (SSR) markers. In this study, we developed high-density single nucleotide polymorphism (SNP) maps encompassing the Pl arg and Pl 8 genes and identified diagnostic SNP markers closely linked to these genes. The specificity of the diagnostic markers was validated in a highly diverse panel of 548 sunflower lines. Dissection of a large marker cluster co-segregated with Pl Arg revealed that the closest SNP markers NSA_007595 and NSA_001835 delimited Pl Arg to an interval of 2.83 Mb on the LG1 physical map. The SNP markers SFW01497 and SFW06597 delimited Pl 8 to an interval of 2.85 Mb on the LG13 physical map. We also developed sunflower lines with homozygous, three gene pyramids carrying Pl Arg , Pl 8 , and the sunflower rust resistance gene R 12 using the linked SNP markers from a segregating F2 population of RHA 340 (carrying Pl 8 )/RHA 464 (carrying Pl Arg and R 12 ). The high-throughput diagnostic SNP markers developed in this study will facilitate marker-assisted selection breeding, and the pyramided sunflower lines will provide durable resistance to downy mildew and rust diseases.
",28160079,2017-02-06 06:00:00,"Clustered, marker, dissection, Diagnostic, SNP, marker, Downy, mildew, disease, Resistance, gene, pyramiding, Sunflower",10.1007/s00438-017-1290-8,"Qi, L L",258
565,Selection of Reference Genes for qPCR Analyses of Gene Expression in Ramie Leaves and Roots across Eleven Abiotic/Biotic Treatments.,"
Quantitative real-time PCR (qPCR) is commonly used for deciphering gene functions. For effective qPCR analyses, suitable reference genes are needed for normalization. The objective of this study is to identify the appropriate reference gene(s) for qPCR analyses of the leaves and roots of ramie (Boehmeria nivea L.), an important natural fiber crop. To accomplish this goal, we investigated the expression patterns of eight common plant qPCR reference genes in ramie leaves and roots under five abiotic stresses, five hormonal treatments, and one biotic stress. The relative expression stabilities of the eight genes were evaluated using four common but different approaches: geNorm, NormFinder, BestKeeper, and RefFinder. Across the 11 tested conditions, ACT1 was the most stably expressed among the eight genes while GAPDH displayed the biggest variation. Overall, while variations in the suggested reference genes were found for different tissue x treatment combinations, our analyses revealed that together, genes ACT1, CYP2, and UBQ can provide robust references for gene expression studies of ramie leaves under most conditions, while genes EF-1α, TUB, and ACT1 can be used for similar studies of ramie roots. Our results should help future functional studies of the genes in ramie genome across tissues and environmental conditions.
",31882847,2019-12-29 06:00:00,,10.1038/s41598-019-56640-3,"Yu, Yongting",319
566,Development and analytical validation of a 25-gene next generation sequencing panel that includes the BRCA1 and BRCA2 genes to assess hereditary cancer risk.,"
Germline DNA mutations that increase the susceptibility of a patient to certain cancers have been identified in various genes, and patients can be screened for mutations in these genes to assess their level of risk for developing cancer. Traditional methods using Sanger sequencing focus on small groups of genes and therefore are unable to screen for numerous genes from several patients simultaneously. The goal of the present study was to validate a 25-gene panel to assess genetic risk for cancer in 8 different tissues using next generation sequencing (NGS) techniques.
Twenty-five genes associated with hereditary cancer syndromes were selected for development of a panel to screen for risk of these cancers using NGS. In an initial technical assessment, NGS results for BRCA1 and BRCA2 were compared with Sanger sequencing in 1864 anonymized DNA samples from patients who had undergone previous clinical testing. Next, the entire gene panel was validated using parallel NGS and Sanger sequencing in 100 anonymized DNA samples. Large rearrangement analysis was validated using NGS, microarray comparative genomic hybridization (CGH), and multiplex ligation-dependent probe amplification analyses (MLPA).
NGS identified 15,877 sequence variants, while Sanger sequencing identified 15,878 in the BRCA1 and BRCA2 comparison study of the same regions. Based on these results, the NGS process was refined prior to the validation of the full gene panel. In the validation study, NGS and Sanger sequencing were 100% concordant for the 3,923 collective variants across all genes for an analytical sensitivity of the NGS assay of >99.92% (lower limit of 95% confidence interval). NGS, microarray CGH and MLPA correctly identified all expected positive and negative large rearrangement results for the 25-gene panel.
This study provides a thorough validation of the 25-gene NGS panel and indicates that this analysis tool can be used to collect clinically significant information related to risk of developing hereditary cancers.
",25886519,2015-04-18 06:00:00,,10.1186/s12885-015-1224-y,"Judkins, Thaddeus",30
567,A high-resolution gene expression atlas links dedicated meristem genes to key architectural traits.,"
The shoot apical meristem (SAM) orchestrates the balance between stem cell proliferation and organ initiation essential for postembryonic shoot growth. Meristems show a striking diversity in shape and size. How this morphological diversity relates to variation in plant architecture and the molecular circuitries driving it are unclear. By generating a high-resolution gene expression atlas of the vegetative maize shoot apex, we show here that distinct sets of genes govern the regulation and identity of stem cells in maize versus Arabidopsis. Cell identities in the maize SAM reflect the combinatorial activity of transcription factors (TFs) that drive the preferential, differential expression of individual members within gene families functioning in a plethora of cellular processes. Subfunctionalization thus emerges as a fundamental feature underlying cell identity. Moreover, we show that adult plant characters are, to a significant degree, regulated by gene circuitries acting in the SAM, with natural variation modulating agronomically important architectural traits enriched specifically near dynamically expressed SAM genes and the TFs that regulate them. Besides unique mechanisms of maize stem cell regulation, our atlas thus identifies key new targets for crop improvement.
© 2019 Knauer et al.; Published by Cold Spring Harbor Laboratory Press.
",31744902,2019-11-21 06:00:00,,10.1101/gr.250878.119,"Knauer, Steffen",149
568,Ancestral Genomes: a resource for reconstructed ancestral genes and genomes across the tree of life.,"
A growing number of whole genome sequencing projects, in combination with development of phylogenetic methods for reconstructing gene evolution, have provided us with a window into genomes that existed millions, and even billions, of years ago. Ancestral Genomes (http://ancestralgenomes.org) is a resource for comprehensive reconstructions of these 'fossil genomes'. Comprehensive sets of protein-coding genes have been reconstructed for 78 genomes of now-extinct species that were the common ancestors of extant species from across the tree of life. The reconstructed genes are based on the extensive library of over 15 000 gene family trees from the PANTHER database, and are updated on a yearly basis. For each ancestral gene, we assign a stable identifier, and provide additional information designed to facilitate analysis: an inferred name, a reconstructed protein sequence, a set of inferred Gene Ontology (GO) annotations, and a 'proxy gene' for each ancestral gene, defined as the least-diverged descendant of the ancestral gene in a given extant genome. On the Ancestral Genomes website, users can browse the Ancestral Genomes by selecting nodes in a species tree, and can compare an extant genome with any of its reconstructed ancestors to understand how the genome evolved.
",30371900,2018-10-30 06:00:00,,10.1093/nar/gky1009,"Huang, Xiaosong",277
569,Selection of Reference Genes for Studies of Human Retinal Endothelial Cell Gene Expression by Reverse Transcription-Quantitative Real-Time Polymerase Chain Reaction.,"
Human retinal endothelial cells are employed increasingly for investigations of retinal vascular diseases. Analysis of gene expression response to disease-associated stimuli by reverse transcription-quantitative real-time polymerase chain reaction (RT-qPCR) is common. However, most reported work does not follow the minimum information for publication of qPCR experiments (MIQE) recommendation that multiple, stably expressed reference genes be used for normalization.
Two human retinal endothelial cell lines were treated with medium alone or containing stimuli that included: glucose at supraphysiological concentration, dimethyloxalyl-glycine, vascular endothelial growth factor, tumor necrosis factor-α, lipopolysaccharide and Toxoplasma gondii tachyzoites. Biological response of cells was confirmed by measuring significant increase in a stimulus-relevant transcript. Total RNA was reverse transcribed and analyzed by commercial PCR arrays designed to detect 28 reference genes. Stability of reference gene expression, for each and both cell lines, and for each and all conditions, was judged on gene-stability measure (M-value) less than 0.2 and coefficient of variation (CV-value) less than 0.1.
Reference gene expression varied substantially across stimulations and between cell lines. Of 27 detectable reference genes, 11-21 (41-78%) maintained expression stability across stimuli and cell lines. Ranking indicated substantial diversity in the most stable reference genes under different conditions, and no reference gene was expressed stably under all conditions of stimulation and for both cell lines. Four reference genes were expressed stably under 5 conditions: HSP90AB1, IPO8, PSMC4 and RPLPO.
We observed variation in stability of reference gene expression with different stimuli and between human retinal endothelial cell lines. Our findings support adherence to MIQE recommendations regarding normalization in RT-qPCR studies of human retinal endothelial cells.
",29881787,2018-06-09 06:00:00,"Endothelial, Cell, Human, PCR, Reference, gene, Retina",10.1016/j.genrep.2017.11.009,"Appukuttan, Binoy",135
570,Genomic Landscape and Mutational Spectrum of ADAMTS Family Genes in Mendelian Disorders Based on Gene Evidence Review for Variant Interpretation.,"
ADAMTS (a disintegrin and metalloproteinase with thrombospondin motifs) are a family of multidomain extracellular protease enzymes with 19 members. A growing number of ADAMTS family gene variants have been identified in patients with various hereditary diseases. To understand the genomic landscape and mutational spectrum of ADAMTS family genes, we evaluated all reported variants in the ClinVar database and Human Gene Mutation Database (HGMD), as well as recent literature on Mendelian hereditary disorders associated with ADAMTS family genes. Among 1089 variants in 14 genes reported in public databases, 307 variants previously suggested for pathogenicity in Mendelian diseases were comprehensively re-evaluated using the American College of Medical Genetics and Genomics (ACMG) 2015 guideline. A total of eight autosomal recessive genes were annotated as being strongly associated with specific Mendelian diseases, including two recently discovered genes (ADAMTS9 and ADAMTS19) for their causality in congenital diseases (nephronophthisis-related ciliopathy and nonsyndromic heart valve disease, respectively). Clinical symptoms and affected organs were extremely heterogeneous among hereditary diseases caused by ADAMTS family genes, indicating phenotypic heterogeneity despite their structural and functional similarity. ADAMTS6 was suggested as presenting undiscovered pathogenic mutations responsible for novel Mendelian disorders. Our study is the first to highlight the genomic landscape of ADAMTS family genes, providing an appropriate genetic approach for clinical use.
",32183147,2020-03-19 06:00:00,"ADAMTS, genes, Mendelian, disorders, genomic, landscape",10.3390/biom10030449,"Rim, John Hoon",58
571,Identification of Key Modules and Hub Genes of Keloids with Weighted Gene Coexpression Network Analysis.,"
Keloid scarring impairs patients' quality of life, and although many therapeutic strategies have been developed, most remain unsatisfactory because of limited understanding of the mechanisms underlying keloid development.
A microarray gene expression data set from keloid tissue was acquired from the Gene Expression Omnibus. Differentially expressed genes in fibroblasts and keratinocytes underwent functional annotation and pathway analysis. Weighted gene coexpression network analysis was applied to identify the gene targets of keloid scars within differentially expressed genes. Modules and hub genes for keloids were identified. Enrichment analysis was undertaken to verify the modules' and hub genes' relationship with keloids.
Enrichment analysis and pathway analysis showed gene ontology terms and pathways related to keloids. Each cell type generated three modules in weighted gene coexpression network analysis, with one module most related to keloids. Enrichment analysis showed that the modules concerned are enriched with terms related to keloids. Three hub genes were selected for fibroblasts and keratinocytes, and their relationship to keloids was verified. Immunohistochemical staining verified expression change of some hub genes.
This is the first study to describe the gene networks underlying keloids. Modules and hub genes generated in the present study are highly related to keloids and may identify novel therapeutic targets for treatment of keloids.
Therapeutic, V.
",28121871,2017-01-26 06:00:00,,10.1097/PRS.0000000000003014,"Liu, Wenhui",308
572,MiR-339 and especially miR-766 reactivate the expression of tumor suppressor genes in colorectal cancer cell lines through DNA methyltransferase 3B gene inhibition.,"
It is observed that upregulation of DNMT3B enzyme in some cancers, including colon cancer, could lead to silencing of tumor suppressor genes. MiR-339 and miR-766 have been predicted to target 3'UTR of DNMT3B gene. Luciferase reporter assay validated that individual and co-transfection of miR-766 and miR-339 into the HEK293T cell reduced luciferase activity to 26% ± 0.41%, 43% ± 0.42 and 64% ± 0.52%, respectively, compared to the control (P < 0.05). Furthermore, transduction of miR-339 and miR-766 expressing viruses into colon cancer cell lines (SW480 and HCT116) decreased DNMT3B expression (1.5, 3-fold) and (3, 4-fold), respectively. In addition, DNA methylation of some tumor suppressor genes decreased. Expression of these genes such as SFRP1 (2 and 1.6-fold), SFRP2 (0.07 and 4-fold), WIF1 (0.05 and 4-fold), and DKK2 (2 and 4-fold) increased in SW-339 and SW-766 cell lines; besides, expression increments for these genes in HCT-339 and HCT-766 cell lines were (2.8, 4-fold), (0.005, 1.5-fold), (1.7 and 3-fold) and (0.04, 1.7-fold), respectively. Also, while in SW-766, cell proliferation reduced to 2.8% and 21.7% after 24 and 48 hours, respectively, SW-339 showed no reduced proliferation. Meanwhile, HCT-766 and HCT-339 showed (3.5%, 12.8%) and (18.8%, 33.9%) reduced proliferation after 24 and 48 hours, respectively. Finally, targeting DNMT3B by these miRs, decreased methylation of tumor suppressor genes such as SFRP1, SFRP2, WIF1 and DKK2 in the mentioned cell lines, and returned the expression of these tumor suppressor genes which can contribute to lethal effect on colon cancer cells and reducing tumorigenicity of these cells.
",27668319,2016-10-25 06:00:00,"Colorectal, neoplasms, DNA, methyltransferase, 3B, genes, methylation, microRNAs, tumor, suppressor",,"Afgar, Ali",71
573,Prognostic genes of breast cancer revealed by gene co-expression network analysis.,"
The aim of the present study was to identify genes that may serve as markers for breast cancer prognosis by constructing a gene co-expression network and mining modules associated with survival. Two gene expression datasets of breast cancer were downloaded from ArrayExpress and genes from these datasets with a coefficient of variation >0.5 were selected and underwent functional enrichment analysis with the Database for Annotation, Visualization and Integration Discovery. Gene co-expression networks were constructed with the WGCNA package in R. Modules were identified from the network via cluster analysis. Cox regression was conducted to analyze survival rates. A total of 2,669 genes were selected, and functional enrichment analysis of them revealed that they were mainly associated with the immune response, cell proliferation, cell differentiation and cell adhesion. Seven modules were identified from the gene co-expression network, one of which was found to be significantly associated with patient survival time. Expression status of 144 genes from this module was used to cluster patient samples into two groups, with a significant difference in survival time revealed between these groups. These genes were involved in the cell cycle and tumor protein p53 signaling pathway. The top 10 hub genes were identified in the module. The findings of the present study could advance the understanding of the molecular pathogenesis of breast cancer.
",29085450,2017-11-01 06:00:00,"breast, cancer, functional, enrichment, analysis, gene, co-expression, network, hub, genes, survival, analysis",10.3892/ol.2017.6779,"Shi, Huijie",281
